# PBE Book proximity tables — generated by tools/geo-data, do not edit by hand.
# US Census 2020 ZCTA Gazetteer (public domain) sha256:335402fb16b41303
# GeoNames US postal codes (CC BY 4.0, https://www.geonames.org/) sha256:65dfe4f26002b528
# US Census sub-county population estimates 2024 (public domain) column:POPESTIMATE2024 sha256:af9cd4835c93552a
# coordinates rounded to 2 decimal places (~1.1 km)
# population threshold: 10000
# rows: 3590
city,state,lat,lon
Spanish Fort,AL,30.69,-87.9
Sparks,NV,39.58,-119.71
Sparta,NJ,41.05,-74.63
Spartanburg,SC,34.94,-81.91
Spearfish,SD,44.48,-103.9
Spencer,IA,43.15,-95.15
Spencer,MA,42.25,-71.99
Spokane,WA,47.67,-117.4
Spotsylvania,VA,38.22,-77.68
Spring City,PA,40.17,-75.6
Spring Hill,KS,38.73,-94.83
Spring Hill,TN,35.72,-86.9
Spring Lake,MI,43.09,-86.21
Spring Lake,NC,35.22,-78.96
Spring Valley,NY,41.12,-74.05
Springboro,OH,39.55,-84.22
Springdale,AR,36.18,-94.14
Springfield,IL,39.78,-89.62
Springfield,MA,42.12,-72.57
Springfield,MO,37.22,-93.31
Springfield,NJ,40.7,-74.33
Springfield,OH,39.92,-83.8
Springfield,OR,44.07,-122.96
Springfield,PA,39.93,-75.34
Springfield,TN,36.53,-86.86
Springville,UT,40.17,-111.5
Stafford,CT,41.98,-72.29
Stafford,TX,29.62,-95.56
Stafford,VA,38.44,-77.43
Stamford,CT,41.06,-73.54
Standish,ME,43.76,-70.57
Stanton,CA,33.8,-117.99
Star,ID,43.72,-116.49
Starkville,MS,33.45,-88.77
State College,PA,40.79,-77.87
Statesboro,GA,32.45,-81.78
Statesville,NC,35.8,-80.9
Staunton,VA,38.14,-79.07
Steamboat Springs,CO,40.49,-106.83
Stephens,GA,33.78,-83.15
Stephenville,TX,32.25,-98.21
Sterling,CO,40.64,-103.23
Sterling,IL,41.83,-89.74
Sterling Heights,MI,42.58,-83.03
Steubenville,OH,40.38,-80.68
Stevens Point,WI,44.52,-89.57
Stewart,TN,36.32,-87.89
Stillwater,MN,45.05,-92.91
Stillwater,OK,36.11,-97.07
Stockbridge,GA,33.57,-84.19
Stockton,CA,37.98,-121.31
Stokes,NC,35.7,-77.27
Stoneham,MA,42.47,-71.1
Stonington,CT,41.38,-71.91
Stony Point,NY,41.24,-74.06
Storm Lake,IA,42.65,-95.16
Stoughton,MA,42.12,-71.1
Stoughton,WI,42.93,-89.22
Stow,OH,41.18,-81.44
Stratford,CT,41.2,-73.13
Streamwood,IL,42.02,-88.18
Streator,IL,41.13,-88.84
Streetsboro,OH,41.24,-81.35
Strongsville,OH,41.32,-81.84
Stuart,FL,27.16,-80.24
Sturbridge,MA,42.1,-72.08
Sturgis,MI,41.82,-85.46
Suamico,WI,44.64,-88.03
Sudbury,MA,42.38,-71.42
Suffern,NY,41.14,-74.1
Suffield,CT,41.99,-72.65
Suffolk,VA,36.77,-76.6
Sugar Grove,IL,41.78,-88.46
Sugar Land,TX,29.6,-95.66
Suisun City,CA,38.19,-121.93
Sulphur,LA,30.22,-93.38
Sulphur Springs,TX,33.16,-95.6
Summerfield,NC,36.23,-79.88
Summerville,SC,33.01,-80.2
Summit,NJ,40.72,-74.37
Summit,UT,37.77,-112.94
Sumner,WA,47.14,-122.17
Sumter,SC,33.91,-80.37
Sun Prairie,WI,43.2,-89.23
Sunland Park,NM,31.82,-106.6
Sunnyside,WA,46.5,-119.63
Sunnyvale,CA,37.38,-122.03
Superior,WI,46.59,-92.13
Surprise,AZ,33.64,-112.39
Susanville,CA,40.49,-120.66
Susquehanna,PA,41.93,-75.58
Sussex,VA,36.92,-77.28
Sussex,WI,43.14,-88.23
Sutter,CA,39.17,-121.81
Suwanee,GA,34.06,-84.09
Suwannee,FL,29.33,-83.12
Swampscott,MA,42.47,-70.91
Swansea,MA,41.76,-71.21
Sweet Home,OR,44.36,-122.73
Sweetwater,TX,32.46,-100.36
Sycamore,IL,42.01,-88.66
Sycamore,OH,40.95,-83.14
Sylacauga,AL,33.14,-86.31
Sylvania,OH,41.7,-83.74
Syracuse,NY,43.05,-76.16
Syracuse,UT,41.08,-112.08
Tacoma,WA,47.23,-122.45
Tahlequah,OK,35.92,-95.01
Takoma Park,MD,38.98,-77
Talladega,AL,33.39,-86.07
Tallahassee,FL,30.46,-84.29
Tallmadge,OH,41.11,-81.42
Tampa,FL,27.94,-82.46
Tarboro,NC,35.9,-77.51
Tarpon Springs,FL,28.15,-82.72
Tarrytown,NY,41.09,-73.84
Taunton,MA,41.83,-71.09
Tavares,FL,28.77,-81.73
Taylor,MI,42.23,-83.27
Taylor,TX,30.58,-97.39
Taylorville,IL,39.56,-89.29
Teaneck,NJ,40.89,-74.01
Tehachapi,CA,35.13,-118.47
Temecula,CA,33.5,-117.13
Tempe,AZ,33.4,-111.93
Temple,TX,31.09,-97.34
Temple City,CA,34.1,-118.06
Tenafly,NJ,40.92,-73.95
Terre Haute,IN,39.46,-87.38
Terrell,TX,32.75,-96.23
Teton Village,WY,43.59,-110.83
Tewksbury,MA,42.61,-71.23
Texarkana,AR,33.45,-93.88
Texarkana,TX,33.44,-94.08
Texas City,TX,29.37,-94.91
The Colony,TX,33.07,-96.92
The Dalles,OR,45.54,-121.16
Thibodaux,LA,29.8,-90.8
Thomasville,GA,30.83,-83.97
Thomasville,NC,35.87,-80.19
Thornton,CO,39.93,-104.95
Thornton,IL,41.57,-87.6
Thousand Oaks,CA,34.19,-118.85
Tiffin,OH,41.12,-83.17
Tifton,GA,31.46,-83.52
Timnath,CO,40.53,-104.97
Tinley Park,IL,41.57,-87.81
Tipp City,OH,39.94,-84.16
Tipton,TN,35.41,-89.82
Titusville,FL,28.6,-80.81
Tiverton,RI,41.61,-71.18
Toledo,OH,41.68,-83.53
Tolland,CT,41.88,-72.36
Tomball,TX,30.08,-95.63
Toms River,NJ,39.95,-74.21
Tonawanda,NY,43.01,-78.88
Tooele,UT,40.56,-112.27
Topeka,KS,39.04,-95.71
Torrance,CA,33.82,-118.32
Torrington,CT,41.79,-73.09
Totowa,NJ,40.96,-74.26
Tracy,CA,37.71,-121.48
Traverse City,MI,44.78,-85.6
Tremonton,UT,41.77,-112.32
Trenton,MI,42.13,-83.22
Trenton,NJ,40.25,-74.72
Trenton,OH,39.49,-84.48
Troutdale,OR,45.53,-122.37
Troy,AL,31.82,-85.95
Troy,IL,38.7,-89.87
Troy,IN,38.07,-86.78
Troy,MI,42.59,-83.18
Troy,MO,39,-91
Troy,NY,42.76,-73.65
Troy,OH,40.03,-84.21
Truckee,CA,39.32,-120.19
Trumbull,CT,41.27,-73.21
Trussville,AL,33.66,-86.56
Tualatin,OR,45.37,-122.76
Tucker,GA,33.85,-84.22
Tucson,AZ,32.23,-110.95
Tulare,CA,36.2,-119.36
Tullahoma,TN,35.34,-86.22
Tulsa,OK,36.14,-95.97
Tumwater,WA,46.96,-123.03
Tuolumne,CA,37.94,-120.19
Tupelo,MS,34.23,-88.75
Turlock,CA,37.5,-120.86
Tuscaloosa,AL,33.24,-87.52
Tustin,CA,33.74,-117.81
Twentynine Palms,CA,34.21,-115.85
Twin Falls,ID,42.48,-114.49
Twinsburg,OH,41.31,-81.44
Two Rivers,WI,44.22,-87.59
Tyler,TX,32.37,-95.29
Ukiah,CA,39.14,-123.26
Union,MO,38.42,-91.02
Union City,CA,37.6,-122.02
Union City,GA,33.58,-84.54
Union City,IN,40.21,-84.85
Union City,MI,41.91,-85.48
Union City,NJ,40.74,-74.15
Union City,OH,40.22,-84.76
Union City,TN,36.42,-89.08
Universal City,TX,29.54,-98.3
University Place,WA,47.2,-122.57
Upland,CA,34.12,-117.66
Upper Darby,PA,39.96,-75.27
Urbana,IL,40.12,-88.2
Urbana,OH,40.12,-83.78
Urbandale,IA,41.63,-93.74
Utica,NY,43.1,-75.22
Uvalde,TX,29.26,-99.96
Uxbridge,MA,42.06,-71.63
Vacaville,CA,38.39,-121.99
Valdosta,GA,30.84,-83.27
Vallejo,CA,38.12,-122.24
Valley,AL,32.67,-85.27
Valley Stream,NY,40.66,-73.71
Valparaiso,IN,41.47,-87.07
Van Buren,AR,35.46,-94.35
Van Buren,IN,40.63,-85.51
Van Wert,OH,40.87,-84.57
Vancouver,WA,45.66,-122.62
Vandalia,OH,39.9,-84.22
Venice,FL,27.1,-82.37
Ventura,CA,34.26,-119.33
Vermilion,OH,41.39,-82.38
Vermillion,SD,42.84,-96.98
Vernal,UT,40.55,-109.5
Vernon,IL,38.81,-89.08
Vernon,IN,38.98,-85.61
Vernon,NJ,41.2,-74.5
Vernon Hills,IL,42.23,-87.96
Vero Beach,FL,27.66,-80.46
Verona,NJ,40.83,-74.24
Verona,WI,42.99,-89.58
Versailles,KY,38.03,-84.73
Vestal,NY,42.07,-76.03
Vicksburg,MS,32.34,-90.85
Victor,NY,42.99,-77.43
Victoria,MN,44.86,-93.67
Victoria,TX,28.84,-97.03
Victorville,CA,34.52,-117.33
Vidalia,GA,32.23,-82.4
Vienna,VA,38.89,-77.28
Vienna,WV,39.33,-81.51
Villa Park,IL,41.88,-87.98
Villa Rica,GA,33.72,-84.92
Vincennes,IN,38.63,-87.5
Vineland,NJ,39.48,-75
Virginia Beach,VA,36.81,-76.05
Visalia,CA,36.34,-119.3
Vista,CA,33.2,-117.23
Voorhees,NJ,39.85,-74.95
Wabash,IN,40.79,-85.83
Waco,TX,31.55,-97.16
Waconia,MN,44.86,-93.78
Wadsworth,OH,41.05,-81.73
Wake Forest,NC,35.97,-78.5
Wakefield,MA,42.5,-71.07
Waldwick,NJ,41.01,-74.13
Walla Walla,WA,46.1,-118.31
Wallingford,CT,41.4,-72.89
Wallington,NJ,40.85,-74.11
Wallkill,NY,41.62,-74.16
Walnut,CA,34.02,-117.86
Walnut Creek,CA,37.89,-122.04
Walpole,MA,42.15,-71.27
Waltham,MA,42.38,-71.24
Wanaque,NJ,41.05,-74.33
Ware,MA,42.3,-72.28
Wareham,MA,41.76,-70.7
Warminster,PA,40.28,-75.08
Warner Robins,GA,32.6,-83.64
Warren,IL,42.48,-89.99
Warren,IN,40.68,-85.44
Warren,MI,42.5,-83.03
Warren,NJ,40.63,-74.52
Warren,OH,41.26,-80.81
Warren,RI,41.73,-71.26
Warrensburg,MO,38.79,-93.73
Warrenton,VA,38.73,-77.81
Warrenville,IL,41.82,-88.18
Warrington,PA,40.25,-75.14
Warsaw,IN,41.24,-85.86
Warwick,NY,41.27,-74.36
Warwick,RI,41.72,-71.41
Wasco,CA,35.65,-119.45
Washington,DC,38.89,-77.02
Washington,IL,40.7,-89.42
Washington,IN,38.66,-87.17
Washington,KY,38.61,-83.81
Washington,MI,42.76,-83.05
Washington,MO,38.54,-91.05
Washington,MS,31.58,-91.3
Washington,NJ,40.75,-75.01
Washington,PA,40.15,-80.25
Washington,TX,30.29,-96.19
Washington,UT,37.13,-113.49
Washington Court House,OH,39.53,-83.44
Washougal,WA,45.61,-122.24
Wasilla,AK,61.53,-149.6
Waterbury,CT,41.56,-73.05
Waterford,CT,41.36,-72.16
Waterford,MI,42.66,-83.39
Waterloo,IA,42.47,-92.31
Waterloo,IL,38.31,-90.16
Watertown,CT,41.62,-73.13
Watertown,MA,42.37,-71.18
Watertown,NY,44.01,-75.85
Watertown,SD,44.94,-97.09
Watertown,WI,43.2,-88.71
Waterville,ME,44.55,-69.64
Watervliet,NY,42.74,-73.72
Watsonville,CA,36.93,-121.76
Wauconda,IL,42.27,-88.14
Waukee,IA,41.6,-93.87
Waukegan,IL,42.37,-87.85
Waukesha,WI,43,-88.26
Waunakee,WI,43.18,-89.46
Waupun,WI,43.64,-88.74
Wausau,WI,44.96,-89.67
Waverly,IA,42.77,-92.43
Wawarsing,NY,41.75,-74.36
Waxahachie,TX,32.37,-96.81
Waxhaw,NC,34.92,-80.73
Waycross,GA,31.21,-82.38
Wayland,MA,42.36,-71.36
Wayne,IL,40.13,-88.4
Wayne,MI,42.27,-83.4
Wayne,NJ,40.95,-74.24
Waynesboro,PA,39.77,-77.58
Waynesboro,VA,38.1,-78.88
Waynesville,NC,35.56,-83.06
Weatherford,OK,35.51,-98.74
Weatherford,TX,32.78,-97.79
Webb City,MO,37.18,-94.48
Webster,KY,37.92,-86.33
Webster,MA,42.05,-71.85
Webster,NY,43.22,-77.44
Webster,TX,29.54,-95.13
Weehawken,NJ,40.77,-74.02
Weirton,WV,40.42,-80.56
Wellesley,MA,42.29,-71.3
Wellington,CO,40.86,-105.04
Wellington,FL,26.65,-80.25
Wells,ME,43.33,-70.65
Wenatchee,WA,47.42,-120.32
Wendell,NC,35.78,-78.39
Wentzville,MO,38.8,-90.86
Weslaco,TX,26.16,-97.99
West Bend,WI,43.43,-88.17
West Bloomfield,MI,42.59,-83.38
West Chester,OH,39.34,-84.41
West Chester,PA,39.96,-75.6
West Chicago,IL,41.89,-88.2
West Columbia,SC,33.95,-81.14
West Covina,CA,34.06,-117.92
West Des Moines,IA,41.57,-93.77
West Fargo,ND,46.86,-96.92
West Hartford,CT,41.77,-72.73
West Haven,CT,41.27,-72.96
West Haverstraw,NY,41.21,-73.97
West Hollywood,CA,34.09,-118.38
West Jordan,UT,40.61,-111.99
West Lafayette,IN,40.43,-86.93
West Linn,OR,45.35,-122.67
West Memphis,AR,35.14,-90.18
West Mifflin,PA,40.39,-79.96
West Milford,NJ,41.09,-74.38
West Monroe,LA,32.49,-92.18
West New York,NJ,40.79,-74.01
West Orange,NJ,40.79,-74.27
West Palm Beach,FL,26.72,-80.1
West Plains,MO,36.7,-91.86
West Richland,WA,46.31,-119.39
West Sacramento,CA,38.59,-121.56
West Springfield,MA,42.15,-72.62
West Valley City,UT,40.7,-112
West Warwick,RI,41.68,-71.52
Westborough,MA,42.27,-71.61
Westbrook,ME,43.7,-70.36
Westbury,NY,40.76,-73.57
Westchester,IL,41.85,-87.89
Westerly,RI,41.36,-71.79
Western Springs,IL,41.81,-87.9
Westerville,OH,40.08,-82.93
Westfield,IN,40.04,-86.18
Westfield,MA,42.14,-72.78
Westfield,NJ,40.66,-74.32
Westford,MA,42.59,-71.44
Westlake,OH,41.45,-81.93
Westland,MI,42.31,-83.37
Westminster,CA,33.75,-118
Westminster,CO,39.85,-105.04
Westminster,MD,39.6,-77.01
Westmont,IL,41.79,-87.97
Westmoreland City,PA,40.33,-79.68
Weston,CT,41.23,-73.37
Weston,MA,42.36,-71.3
Westport,CT,41.18,-73.35
Westport,MA,41.6,-71.08
Westtown,PA,39.93,-75.54
Westwood,MA,42.22,-71.22
Westwood,NJ,41,-74
Wethersfield,CT,41.75,-72.69
Weymouth,MA,42.2,-70.96
Wheat Ridge,CO,39.77,-105.09
Wheaton,IL,41.86,-88.11
Wheeling,IL,42.13,-87.92
Wheeling,WV,40.07,-80.65
White,PA,40.07,-79.45
White House,TN,36.48,-86.68
White Lake,MI,42.66,-83.5
White Plains,NY,41.04,-73.77
Whitehall,PA,40.66,-75.5
Whitestown,IN,40.02,-86.33
Whitewater,WI,42.81,-88.74
Whitley City,KY,36.78,-84.45
Whitman,MA,42.08,-70.94
Whittier,CA,33.97,-118.03
Wichita,KS,37.69,-97.34
Wichita Falls,TX,33.9,-98.49
Wickliffe,OH,41.6,-81.47
Wilbraham,MA,42.14,-72.42
Wildomar,CA,33.62,-117.26
Wildwood,FL,28.84,-82.04
Wilkes Barre,PA,41.26,-75.87
Williamsburg,VA,37.29,-76.74
Williamsport,PA,41.28,-76.99
Willingboro,NJ,40.03,-74.89
Williston,ND,48.18,-103.66
Williston,VT,44.43,-73.1
Willmar,MN,45.1,-95.04
Willoughby,OH,41.63,-81.39
Wilmette,IL,42.08,-87.72
Wilmington,DE,39.7,-75.57
Wilmington,MA,42.56,-71.16
Wilmington,NC,34.2,-77.88
Wilmington,OH,39.46,-83.84
Wilson,NC,35.73,-77.93
Wilsonville,OR,45.31,-122.77
Wilton,CT,41.21,-73.44
Winchendon,MA,42.67,-72.06
Winchester,KY,37.98,-84.16
Winchester,MA,42.45,-71.14
Winchester,TN,35.18,-86.14
Winchester,VA,39.19,-78.21
Winder,GA,34,-83.7
Windham,CT,41.69,-72.13
Windham,ME,43.79,-70.41
Windham,NH,42.81,-71.3
Windsor,CA,38.53,-122.82
Windsor,CO,40.48,-104.9
Windsor,CT,41.86,-72.66
Windsor,PA,39.93,-76.56
Windsor,WI,43.21,-89.34
Windsor Locks,CT,41.93,-72.66
Winfield,IL,41.87,-88.16
Winfield,KS,37.26,-96.96
Winnebago,WI,44.08,-88.52
Winnetka,IL,42.11,-87.76
Winona,MN,43.99,-91.63
Winslow,NJ,39.65,-74.86
Winston-Salem,NC,36.07,-80.24
Winter Garden,FL,28.53,-81.61
Winter Haven,FL,28.01,-81.71
Winter Park,FL,28.59,-81.29
Winter Springs,FL,28.72,-81.24
Winterville,NC,35.52,-77.42
Winthrop,MA,42.37,-70.97
Wisconsin Rapids,WI,44.36,-89.85
Wixom,MI,42.52,-83.55
Woburn,MA,42.48,-71.15
Wolcott,CT,41.6,-72.97
Wood Dale,IL,41.96,-87.96
Wood Ridge,NJ,40.85,-74.09
Wood River,IL,38.86,-90.07
Woodbridge,NJ,40.55,-74.29
Woodburn,OR,45.13,-122.83
Woodbury,NY,40.82,-73.47
Woodinville,WA,47.76,-122.09
Woodland,CA,38.7,-121.78
Woodridge,IL,41.74,-88.04
Woods Cross,UT,40.88,-111.93
Woodstock,GA,34.12,-84.51
Woodstock,IL,42.33,-88.46
Woodward,OK,36.52,-99.35
Woonsocket,RI,42,-71.5
Wooster,OH,40.81,-81.98
Worcester,MA,42.28,-71.82
Worcester,PA,40.19,-75.36
Worth,IL,41.69,-87.79
Worthington,MN,43.62,-95.58
Wrentham,MA,42.05,-71.36
Wyandotte,MI,42.21,-83.16
Wyckoff,NJ,41,-74.17
Wylie,TX,33.01,-96.53
Wyoming,MI,42.9,-85.7
Wyoming,WV,37.59,-81.61
Xenia,OH,39.67,-83.91
Yakima,WA,46.61,-120.64
Yankton,SD,42.92,-97.45
Yelm,WA,46.84,-122.49
Yolo,CA,38.73,-121.81
Yonkers,NY,40.94,-73.88
Yorba Linda,CA,33.89,-117.78
York,ME,43.17,-70.68
York,PA,39.96,-76.7
Yorktown,IN,40.19,-85.52
Yorkville,IL,41.61,-88.43
Youngstown,OH,41.08,-80.68
Youngsville,LA,30.08,-92.01
Ypsilanti,MI,42.24,-83.61
Yuba City,CA,39.03,-121.63
Yucaipa,CA,34.03,-117.01
Yucca Valley,CA,34.19,-116.39
Yukon,OK,35.51,-97.76
Yuma,AZ,32.76,-114.49
Zachary,LA,30.65,-91.15
Zanesville,OH,39.96,-82
Zapata,TX,26.93,-99.16
Zebulon,NC,35.84,-78.3
Zeeland,MI,42.84,-85.98
Zephyrhills,FL,28.24,-82.18
Zion,IL,42.46,-87.87
Zionsville,IN,39.98,-86.28
